Ferramenta,Data adicionado,Descrição,Free,Online,Status,link,Área
Visual i|o,13/04/2022   (BRT),fornece soluções de análise e visualização de negócios imersivas baseadas na nuvem e de classe corporativa.,,,Ativo,http://www.visual-io.com/,Visualização
RightFind(tm) XML for Mining,13/04/2022   (BRT),"(do Copyright Clearance Center), permite que pesquisadores de ciências biológicas construam um corpus de artigos de texto completo em formato XML para uso em seu software de mineração de texto preferido.",,,Ativo,http://www.copyright.com/business/xmlformining-2/,"Análise de texto, mineração de texto e recuperação de informações"
BNet,13/04/2022   (BRT),"inclui o BNet.Builder para criar redes de crença rapidamente, inserir informações e obter resultados e BNet.EngineKit para incorporar a tecnologia de rede de crença em seus aplicativos.",,,Ativo,http://www.cra.com/bnet,Classificação: Bayesiano
BayesiaLab,13/04/2022   (BRT),"uma ferramenta de mineração de dados completa e poderosa baseada em redes Bayesianas, incluindo preparação de dados, imputação de valores perdidos, agrupamento de dados e variáveis, aprendizado não supervisionado e supervisionado.",,,Ativo,http://www.bayesia.com/,Suites/Plataformas
dotplot,13/04/2022   (BRT),"uma solução de modelagem baseada em nuvem para análise de dados e computação estatística, com um editor visual para criar modelos de análise de dados e mais de 1000 funções para todas as tarefas de análise de dados.",,,Ativo,http://www.dotplot.com/,Visualização
Bicedeep AI,13/04/2022   (BRT),Data Science AI as A Service sugere modelos de aprendizado profundo que funcionam em seus dados e podem criá-los e aplicá-los automaticamente.,,,Ativo,https://bicedeepai.com/,Ciência de Dados automatizada
WINKS SDA Statistical Data Analysis and Graphs,13/04/2022   (BRT),"um programa de software estatístico de baixo custo, de uso geral, projetado para pesquisa científica e médica e para instrução estatística.",,,Ativo,http://www.texasoft.com/,Análise Estatística
Nstein,13/04/2022   (BRT),Pesquisa corporativa e tecnologias de acesso à informação,,,Ativo,,"Análise de texto, mineração de texto e recuperação de informações"
Entrieva,13/04/2022   (BRT),"A tecnologia patenteada indexa, categoriza e organiza texto não estruturado de praticamente qualquer fonte.",,,Ativo,http://www.entrieva.com/,"Análise de texto, mineração de texto e recuperação de informações"
Maltego,13/04/2022   (BRT),um aplicativo de inteligência e análise forense de código aberto,,,Ativo,,"Análise de gráficos e redes sociais, links e visualização"
SAS Webhound,13/04/2022   (BRT),analisa o tráfego do site para responder a perguntas como: quem está visitando,,,Ativo,,Mineração de uso da web
Networked Insights: at the intersection of social networking,13/04/2022   (BRT),"inteligência coletiva e pesquisa, o Networked Insights descobre as necessidades dos clientes conforme elas acontecem.",,,Ativo,http://www.networkedinsights.com/,"Análise de gráficos e redes sociais, links e visualização"
Tulip,13/04/2022   (BRT),uma estrutura de visualização de informações dedicada à análise e visualização de dados relacionais (grátis).,Free,,Ativo,http://www.tulip-software.org/,Visualização
iWebTrack,13/04/2022   (BRT),,,online,Ativo,http://www.iwebtrack.com/reports.asp,Análise de mídia social
Alice d'Isoft 6.0,13/04/2022   (BRT),uma versão simplificada do produto de mineração de dados AC2 baseado em árvore de decisão da ISoft foi projetada para usuários de negócios convencionais.,,,Ativo,http://www.alice-soft.com/,Classificação: Árvore de decisão
XAffinity(TM),13/04/2022   (BRT),para identificar afinidades ou padrões em transações e dados de fluxo de cliques,,,Ativo,http://www.xore.com/,Padrões sequenciais e séries temporais
Microsiris statistical software,13/04/2022   (BRT),incluindo o programa ISR SEARCH.,Free,,Ativo,http://www.microsiris.com/,Análise Estatística
WinPure,13/04/2022   (BRT),"poderoso software de limpeza de dados, incluindo remoção de duplicação, sugestões de e-mail, estatísticas e muito mais.",,,Ativo,http://www.winpure.com/,"Transformação de dados, limpeza de dados"
Data Desk,13/04/2022   (BRT),ferramentas interativas para análise e exibição de dados baseadas nos conceitos e filosofia da Análise Exploratória de Dados,,,Ativo,http://www.datadesk.com/,Análise Estatística
Salient,13/04/2022   (BRT),"mineração de dados visual OLAP na memória - projetado para funcionar da maneira que você pensa. Siga seu fluxo de pensamento para ver padrões, separar outliers, expor as causas raízes e obter as respostas de que você precisa agora.",,,Ativo,http://www.salient.com/,"BI, banco de dados e OLAP"
AMI Enterprise,13/04/2022   (BRT),"A inteligência pesquisa, coleta, armazena e analisa dados da web. ",,,Ativo,http://www.amisw.com/en/,Mineração de conteúdo da web
XpertRule Miner (Attar Software),13/04/2022   (BRT),fornece árvores de decisão gráficas com a capacidade de incorporar como componentes ActiveX. fornece descoberta de regra de associação de qualquer fonte de dados ODBC.,,,Ativo,http://www.attar.com/,Classificação: Baseado em regras
Penny Analytics operates an online analytics service,13/04/2022   (BRT),"especializado em detecção de outliers, onde você carrega arquivos online e obtém resultados quando o trabalho é concluído.",,online,Ativo,https://pennyanalytics.com/,"Detecção de anomalia, desvio de fraude"
IBM SPSS Predictive Analytics,13/04/2022   (BRT),suíte para mineração de dados e texto.,,,Ativo,http://www-01.ibm.com/software/analytics/spss/,"Análise de texto, mineração de texto e recuperação de informações"
Kevin Murphy's,13/04/2022   (BRT),Página de pacotes de software de rede bayesiana ,,online,Ativo,http://http.cs.berkeley.edu/~murphyk/Bayes/bnsoft.html,Classificação: Bayesiano
Simstat for Windows,13/04/2022   (BRT),"oferece recursos estatísticos, linguagem de script e tutoriais interativos.",,,Ativo,http://www.provalisresearch.com/simstat/simstw.html,Análise Estatística
marketVisual,13/04/2022   (BRT),mapeamento de relacionamento visual online.,,,Ativo,http://www.marketvisual.com/,"Análise de gráficos e redes sociais, links e visualização"
Parallax,13/04/2022   (BRT),"Gráficos multidimensionais, software para visualização e classificação de Alfred Inselberg, inventor do método de coordenadas paralelas.",,,Ativo,https://www.kdnuggets.com/software/parallax.html,Visualização
WebLog Expert 2.0 for Windows,13/04/2022   (BRT),um analisador de log da web fácil de usar e repleto de recursos.,,,Ativo,http://www.weblogexpert.com/,Mineração de uso da web
Office Advizor,13/04/2022   (BRT),software de visualização de dados interativos para análise individual.,,,Ativo,http://www.officeadvizor.com/,Visualização
Import.io,13/04/2022   (BRT),uma maneira fácil e visual de baixar e importar dados da web. Versão gratuita.,,,Ativo,http://import.io/,Mineração de conteúdo da web
Invantive,13/04/2022   (BRT),"fornece data warehouse, software de desenvolvimento de data warehouse e software de gerenciamento de projeto de última geração.",,,Ativo,http://www.invantive.com/en/,"BI, banco de dados e OLAP"
Text Sentiment Visualizer (online),13/04/2022   (BRT),Usando redes neurais profundas e D3.js.,,online,Ativo,http://sentiment.lucasestevam.com/,"Análise de texto, mineração de texto e recuperação de informações"
Datalogic,13/04/2022   (BRT),"ferramenta profissional para aquisição de conhecimento, classificação e modelagem preditiva baseada em conjuntos brutos.",,,Ativo,http://www.reduct.com/,"Classificação: Genética, Lógica Fuzzy e outros"
Neptune.ml,13/04/2022   (BRT),"uma plataforma para tornar o processo de aprendizado de máquina rápido e confiável com monitoramento de experimentação, comparação, reprodução e recursos de colaboração em equipe. Sem bloqueio de fornecedor de nuvem, sem taxa adicional de computação em nuvem, suporte de infraestrutura local, plano de comunidade gratuita.",,,Ativo,https://neptune.ml/,Suites/Plataformas
ReVerb,13/04/2022   (BRT),"Open Information Extraction Software, extrai relacionamentos binários como high-in (winter squash, vitamina c) sem exigir nenhum dado de treinamento específico de relacionamento.",Free,,Ativo,http://reverb.cs.washington.edu/,"Análise de texto, mineração de texto e recuperação de informações"
Savvy from Yseop,13/04/2022   (BRT),transformar automaticamente planilhas e painéis em insights escritos.,,,Ativo,https://savvy.yseop.com/,Ciência de Dados automatizada
CIWare,13/04/2022   (BRT),"uma solução de inteligência causal única, que detecta automaticamente as alterações de desempenho, bem como suas causas raízes.",,,Ativo,http://ciwa.re/,"BI, banco de dados e OLAP"
datavisualization.ch,13/04/2022   (BRT),Lista selecionada de ferramentas de visualização recomendadas em datavisualization.ch ,,online,Ativo,http://selection.datavisualization.ch/,Visualização
Linkurious,13/04/2022   (BRT),ajuda você a entender seus dados gráficos por meio de uma interface simples baseada na web.,,,Ativo,http://linkurio.us/,"Análise de gráficos e redes sociais, links e visualização"
Affinium Model Suite,13/04/2022   (BRT),"inclui regressão linear, regressão logística, CHAID, redes neurais e algoritmos genéticos.",,,Ativo,http://www.unica.com/,Classificação: Abordagens múltiplas
Genalytics GA3,13/04/2022   (BRT),usa programação genética para construir modelos preditivos dinamicamente.,,,Ativo,http://www.genalytics.com/,"Classificação: Genética, Lógica Fuzzy e outros"
Readability Studio,13/04/2022   (BRT),oferece ferramentas para determinar os níveis de legibilidade do texto.,,,Ativo,http://www.oleandersolutions.com/readabilitystudio.html,"Análise de texto, mineração de texto e recuperação de informações"
C5.0/See5,13/04/2022   (BRT),"constrói classificadores na forma de árvores de decisão e conjuntos de regras. Inclui inovações mais recentes, como impulso.",,,Ativo,http://www.rulequest.com/,Classificação: Árvore de decisão
S-EM (Spy-EM),13/04/2022   (BRT),um sistema de classificação de texto que aprende com exemplos positivos e não rotulados.,Free,,Ativo,http://www.cs.uic.edu/~liub/S-EM/S-EM-download.html,"Análise de texto, mineração de texto e recuperação de informações"
KXEN Social Network Analysis (KSN),13/04/2022   (BRT),"solução de análise de rede social para uma compreensão mais profunda das interações do cliente, as conexões do cliente e comunidades.",,,Ativo,http://www.kxen.com/index.php?option=com_content&task=view&id=564&Itemid=1011,"Análise de gráficos e redes sociais, links e visualização"
Neusciences aXi.DecisionTree and aXi.Kohonen,13/04/2022   (BRT),Controles ActiveX para construir uma árvore de decisão e clustering de Kohonen. Inclui uma interface Delphi.,,,Ativo,http://www.neusciences.com/,"Bibliotecas, componentes e kits de desenvolvedor"
RapidMiner,13/04/2022   (BRT),"torna as equipes de ciência de dados mais produtivas por meio de uma plataforma unificada para preparação de dados, aprendizado de máquina e implantação de modelo. é uma plataforma de ciência de dados ponta a ponta que automatiza e aumenta totalmente os processos de preparação de dados, criação de modelo e operações de modelo.",,,Ativo,http://rapidminer.com/,Suites/Plataformas
Aiaioo Labs,13/04/2022   (BRT),"oferecendo APIs para análise de intenção, análise de sentimento e análise de evento. Aiaioo online demo. ",,online,Ativo,,"Análise de texto, mineração de texto e recuperação de informações"
Knowledge Studio,13/04/2022   (BRT),apresentando vários modelos de mineração de dados em uma interface visual e fácil de usar.,,,Ativo,http://www.angoss.com/,Classificação: Abordagens múltiplas
Tableau,13/04/2022   (BRT),"uma planilha visual para bancos de dados que permite explorar, analisar e criar relatórios visualmente.",,,Ativo,http://www.tableausoftware.com/,Visualização
jHepWork,13/04/2022   (BRT),"um ambiente interativo para computação científica, análise de dados e visualização de dados projetado para cientistas, engenheiros e estudantes.",Free,,Ativo,http://jwork.org/jhepwork/,Suites/Plataformas
PolyVista,13/04/2022   (BRT),"software e serviços avançados de escuta, filtragem e análise para dar sentido a tudo o que é dito sobre sua empresa.",,,Ativo,http://www.polyvista.com/,"Análise de texto, mineração de texto e recuperação de informações"
Visokio Omniscope,13/04/2022   (BRT),"ferramenta de descoberta de dados de desktop para visualização e publicação de dados interativos, incluindo FeatureFinder para criar e manter DataPlayers especialmente para web e desktop.",,,Ativo,http://www.visokio.com/,Visualização
